,ID,Churn,Sexo,Sênior,Parceiro,Dependentes,MesesDeContrato,Telefone,VáriasLinhas,SegurançaOnline,ServiçoInternet,BackupOnline,ProteçãoDispositivo,SuporteTécnico,StreamingTV,StreamingFilmes,Contato,FaturamentoSemPapel,GastoDiario,FormaDePagamento,EncargosMensal,EncargosTotal
3418,4732-RRJZC,No,Masculino,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.68,Cheque enviado,20.25,144.35
3419,4735-ASGMA,Yes,Masculino,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.28,Cheque eletrônico,98.35,2515.3
3420,4735-BJKOU,No,Feminino,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Cheque enviado,20.15,804.85
3421,4737-AQCPU,No,Masculino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Dois Anos,No,2.4,Credit card (automatic),72.1,5016.65
3422,4737-HOBAX,No,Masculino,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Dois Anos,No,2.66,Credit card (automatic),79.8,5034.05
3423,4741-WWJQZ,No,Feminino,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Mês a mês,Yes,2.67,Cheque eletrônico,80.15,194.55
3424,4742-DRORA,No,Masculino,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Um Ano,Yes,3.18,Bank transfer (automatic),95.4,5812.0
3425,4742-TXUEX,No,Feminino,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.64,Bank transfer (automatic),19.3,890.5
3426,4745-LSPLO,Yes,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.68,Cheque enviado,20.5,20.5
3427,4747-LCAQL,No,Masculino,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,2.63,Cheque enviado,79.0,1902.0
3428,4749-OJKQU,No,Feminino,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.52,Cheque eletrônico,75.65,302.35
3429,4749-VFKVB,Yes,Feminino,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.67,Cheque enviado,50.1,50.1
3430,4750-UKWJK,No,Feminino,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.65,Cheque enviado,19.6,727.8
3431,4750-ZRXIU,Yes,Feminino,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.82,Cheque eletrônico,84.6,360.1
3432,4751-ERMAN,No,Masculino,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,2.51,Bank transfer (automatic),75.4,5480.25
3433,4753-PADAS,No,Feminino,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.52,Bank transfer (automatic),105.7,6816.95
3434,4759-PXTAN,No,Feminino,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Um Ano,Yes,2.67,Cheque eletrônico,80.1,4693.2
3435,4759-TRPLW,Yes,Masculino,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.35,Cheque eletrônico,70.4,70.4
3436,4760-THGOT,No,Feminino,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Mês a mês,Yes,3.14,Cheque eletrônico,94.1,4107.3
3437,4760-XOHVN,Yes,Feminino,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Cheque enviado,19.45,19.45
3439,4763-PGDPO,Yes,Feminino,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,No,2.35,Cheque eletrônico,70.4,281.0
3440,4765-OXPPD,Yes,Feminino,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Mês a mês,No,2.17,Cheque enviado,65.0,663.05
3441,4767-HZZHQ,No,Masculino,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Mês a mês,No,2.74,Bank transfer (automatic),82.05,2570.2
3442,4770-QAZXN,No,Feminino,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Credit card (automatic),19.45,232.1
3443,4770-UEZOX,No,Masculino,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.49,Cheque eletrônico,74.75,144.8
3444,4774-HHGGS,No,Masculino,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.64,Cheque enviado,19.05,637.55
3445,4776-XSKYQ,No,Feminino,0,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Um Ano,No,1.01,Credit card (automatic),30.25,368.85
3446,4778-IZARL,No,Masculino,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.67,Credit card (automatic),110.1,6705.7
3447,4779-ZGICK,No,Masculino,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.78,Cheque enviado,23.55,1173.35
3448,4781-ZXYGU,No,Masculino,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.67,Bank transfer (automatic),20.15,20.15
3449,4782-OSFXZ,No,Feminino,1,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Dois Anos,Yes,2.76,Bank transfer (automatic),82.7,5831.2
3450,4785-FCIFB,No,Feminino,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.81,Cheque enviado,24.4,1417.9
3451,4785-NKHCX,No,Masculino,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Bank transfer (automatic),20.05,94.15
3452,4785-QRJHC,Yes,Masculino,1,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,2.0,Bank transfer (automatic),59.9,2816.65
3453,4786-UKSNZ,Yes,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Cheque enviado,20.2,20.2
3454,4789-KWMXN,Yes,Masculino,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Um Ano,Yes,3.7,Credit card (automatic),110.85,5275.8
3455,4791-QRGMF,Yes,Masculino,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Um Ano,Yes,3.32,Bank transfer (automatic),99.5,5961.1
3456,4795-KTRTH,Yes,Feminino,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.7,Cheque eletrônico,81.0,371.65
3457,4795-UXVCJ,No,Masculino,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,No,0.66,Credit card (automatic),19.8,457.3
3458,4795-WRNVT,No,Feminino,0,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Mês a mês,No,2.17,Cheque enviado,65.1,2586.0
3459,4797-AXPXK,Yes,Feminino,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Mês a mês,Yes,2.0,Cheque eletrônico,60.0,60.0
3460,4797-MIWUM,No,Masculino,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.68,Bank transfer (automatic),20.25,174.7
3461,4800-CZMPC,Yes,Feminino,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Um Ano,Yes,3.44,Credit card (automatic),103.25,5037.55
3462,4800-VHZKI,Yes,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.66,Cheque enviado,19.9,19.9
3463,4801-JZAZL,No,Feminino,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,0.99,Cheque eletrônico,29.6,346.45
3464,4801-KFYKL,No,Masculino,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Bank transfer (automatic),19.45,159.2
3465,4803-AXVYP,Yes,Feminino,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,3.32,Cheque eletrônico,99.55,3734.25
3466,4803-LBYPN,No,Masculino,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.69,Cheque enviado,20.8,635.9
3467,4804-NCPET,No,Masculino,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.67,Cheque enviado,20.2,387.4
3469,4806-DXQCE,No,Feminino,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,3.79,Cheque eletrônico,113.65,7714.65
3470,4806-HIPDW,Yes,Feminino,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.3,Cheque eletrônico,68.95,68.95
3471,4806-KEXQR,Yes,Masculino,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.66,Cheque eletrônico,79.9,324.3
3472,4807-IZYOZ,No,Feminino,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.69,Bank transfer (automatic),20.65,1020.75
3473,4808-YNLEU,No,Feminino,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,Um Ano,Yes,2.07,Bank transfer (automatic),62.15,2215.45
3474,4811-JBUVU,No,Masculino,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Mês a mês,Yes,3.0,Credit card (automatic),89.9,2723.15
3475,4813-HQMGZ,No,Feminino,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Mês a mês,Yes,3.01,Cheque eletrônico,90.25,743.75
3476,4815-GBTCD,No,Feminino,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,Yes,0.84,Cheque eletrônico,25.15,99.95
3477,4815-TUMEQ,No,Feminino,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.64,Cheque enviado,19.3,185.2
3478,4815-YOSUK,No,Masculino,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Um Ano,Yes,3.5,Credit card (automatic),104.9,7537.5
3479,4816-JBHOV,Yes,Masculino,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.49,Cheque eletrônico,44.7,93.7
3480,4816-LXZYW,Yes,Feminino,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.64,Cheque eletrônico,79.15,1676.95
3481,4816-OKWNX,No,Masculino,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,3.45,Bank transfer (automatic),103.4,5236.4
3482,4817-KEQSP,No,Feminino,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.66,Bank transfer (automatic),19.85,1326.35
3483,4817-QRJSX,Yes,Feminino,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.7,Credit card (automatic),81.0,818.05
3484,4817-VYYWS,Yes,Feminino,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,3.34,Cheque eletrônico,100.2,2983.8
3485,4818-DRBQT,Yes,Masculino,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.67,Bank transfer (automatic),80.15,2265.25
3486,4818-QIUFN,Yes,Feminino,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mês a mês,Yes,2.64,Cheque eletrônico,79.15,1520.9
3487,4819-HJPIW,No,Masculino,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,0.84,Cheque enviado,25.15,476.8
3488,4821-SJHJV,No,Feminino,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Mês a mês,No,2.99,Cheque eletrônico,89.6,2901.8
3489,4821-WQOYN,No,Feminino,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.67,Credit card (automatic),20.1,1326.25
3490,4822-LPTYJ,No,Masculino,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,3.46,Bank transfer (automatic),103.75,7346.2
3491,4822-NGOCH,Yes,Feminino,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mês a mês,Yes,2.82,Cheque eletrônico,84.45,1058.6
3492,4822-RVYBB,Yes,Masculino,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.35,Cheque eletrônico,100.6,819.4
3493,4822-YCXMX,Yes,Masculino,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mês a mês,Yes,2.83,Cheque eletrônico,84.8,2043.45
3494,4824-GUCBY,No,Feminino,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Mês a mês,No,2.72,Cheque eletrônico,81.7,1820.9
3495,4825-FUREZ,No,Masculino,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.68,Cheque eletrônico,20.25,835.5
3496,4825-XJGDM,No,Feminino,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Um Ano,No,1.46,Credit card (automatic),43.7,2696.55
3497,4826-DXMUP,No,Masculino,0,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Um Ano,Yes,2.4,Cheque enviado,72.1,2495.15
3498,4826-TZEVA,No,Feminino,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Mês a mês,No,2.49,Credit card (automatic),74.8,2971.7
3499,4826-XTSOH,Yes,Masculino,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.87,Cheque eletrônico,86.05,86.05
3500,4827-DPADN,No,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.78,Bank transfer (automatic),83.3,6042.7
3501,4827-LTQRJ,No,Feminino,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Um Ano,Yes,3.69,Credit card (automatic),110.6,7210.85
3502,4827-USJHP,No,Masculino,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Mês a mês,Yes,1.73,Cheque enviado,51.8,1023.85
3503,4828-FAZPK,No,Feminino,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mês a mês,Yes,2.66,Credit card (automatic),79.95,1267.95
3504,4829-AUOAX,Yes,Feminino,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,No,3.2,Bank transfer (automatic),96.05,4399.5
3505,4829-ZLJTK,No,Feminino,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Dois Anos,Yes,3.75,Cheque eletrônico,112.4,8046.85
3506,4830-FAXFM,No,Masculino,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.8,Credit card (automatic),24.1,439.2
3507,4831-EOBFE,Yes,Masculino,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Mês a mês,No,3.16,Credit card (automatic),94.65,2649.15
3508,4832-VRBMR,No,Masculino,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Um Ano,Yes,3.44,Bank transfer (automatic),103.15,6792.45
3509,4833-QTJNO,No,Masculino,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Mês a mês,No,2.8,Bank transfer (automatic),83.85,5588.8
3510,4835-YSJMR,No,Masculino,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Dois Anos,Yes,1.66,Bank transfer (automatic),49.8,1971.15
3511,4836-WNFNO,No,Feminino,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.83,Credit card (automatic),25.0,1849.2
3512,4837-PZTIC,No,Feminino,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Dois Anos,No,1.4,Cheque enviado,41.9,1875.25
3513,4837-QUSFT,No,Feminino,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Um Ano,Yes,3.34,Bank transfer (automatic),100.15,6643.5
3514,4840-ORQXB,No,Feminino,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mês a mês,No,3.49,Cheque eletrônico,104.75,5841.35
3515,4844-JJWUY,Yes,Feminino,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mês a mês,Yes,2.87,Cheque eletrônico,86.0,86.0
3516,4846-WHAFZ,Yes,Feminino,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.55,Cheque eletrônico,76.5,2868.15
3517,4847-QNOKA,Yes,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.5,Bank transfer (automatic),44.9,44.9
3518,4847-TAJYI,No,Feminino,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,2.98,Cheque eletrônico,89.35,567.8
3519,4849-PYRLQ,No,Feminino,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Dois Anos,No,2.44,Bank transfer (automatic),73.25,4054.2
3520,4851-BQDNX,No,Masculino,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Um Ano,Yes,2.84,Cheque eletrônico,85.05,3355.65
3521,4853-OITSN,No,Masculino,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Mês a mês,Yes,2.97,Cheque eletrônico,89.15,413.25
3522,4853-RULSV,Yes,Masculino,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Dois Anos,Yes,3.47,Credit card (automatic),104.0,7250.15
3523,4854-CIDCF,No,Feminino,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Mês a mês,No,2.46,Cheque eletrônico,73.85,196.4
3524,4854-SSLTN,No,Masculino,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Dois Anos,No,1.98,Cheque enviado,59.5,130.5
3525,4855-SNKMY,Yes,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,1.47,Cheque eletrônico,44.1,44.1
3526,4859-ZSRDZ,No,Feminino,0,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Dois Anos,Yes,1.85,Credit card (automatic),55.5,3166.9
3527,4860-IJUDE,No,Masculino,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mês a mês,Yes,2.46,Credit card (automatic),73.75,956.65
3528,4860-YZGZM,No,Masculino,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Cheque eletrônico,20.0,185.4
3529,4868-AADLV,No,Masculino,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Um Ano,Yes,3.88,Cheque eletrônico,116.25,7862.25
3530,4869-EPIUS,No,Masculino,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Um Ano,Yes,2.7,Cheque eletrônico,80.9,4557.5
3531,4871-JTKJF,Yes,Feminino,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.32,Cheque eletrônico,69.65,69.65
3532,4872-JCVCA,No,Feminino,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Dois Anos,Yes,1.59,Bank transfer (automatic),47.6,3377.8
3533,4872-VXRIL,No,Masculino,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Um Ano,Yes,2.16,Bank transfer (automatic),64.65,3665.55
3534,4873-ILOLJ,Yes,Masculino,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.01,Cheque eletrônico,90.35,2238.5
3535,4877-EVATK,Yes,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.67,Cheque enviado,20.0,20.0
3536,4877-TSOFF,No,Feminino,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Um Ano,Yes,2.52,Bank transfer (automatic),75.75,4264.25
3537,4878-BUNFV,No,Masculino,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.69,Cheque enviado,20.7,828.85
3539,4879-GZLFH,No,Feminino,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,3.07,Cheque eletrônico,92.15,3875.4
3540,4881-GQJTW,No,Masculino,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.65,Credit card (automatic),19.6,300.4
3541,4881-JVQOD,No,Masculino,1,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Mês a mês,Yes,1.15,Bank transfer (automatic),34.55,362.6
3542,4883-KCPZJ,No,Feminino,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.84,Credit card (automatic),25.25,555.4
3543,4883-QICIH,Yes,Masculino,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Mês a mês,Yes,2.33,Bank transfer (automatic),69.75,2347.9
3544,4884-LEVMQ,No,Masculino,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,Yes,0.68,Bank transfer (automatic),20.45,790.0
3545,4884-TVUQF,No,Feminino,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Dois Anos,No,3.38,Credit card (automatic),101.3,5779.6
3546,4884-ZTHVF,No,Feminino,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Mês a mês,Yes,2.9,Cheque eletrônico,87.1,713.6
3547,4890-VMUAV,No,Masculino,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Um Ano,No,2.38,Cheque eletrônico,71.5,4576.3
3548,4891-NLUBA,No,Feminino,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Dois Anos,Yes,2.05,Bank transfer (automatic),61.45,3751.15
3549,4892-VLANZ,Yes,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.66,Cheque enviado,19.8,19.8
3550,4893-GYUJU,No,Feminino,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um Ano,Yes,0.64,Cheque enviado,19.35,1033.0
3551,4895-TMWIR,Yes,Masculino,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.66,Cheque enviado,19.95,214.75
3552,4896-CPRPF,No,Masculino,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois Anos,No,0.85,Bank transfer (automatic),25.45,809.25
3553,4897-QSUYC,Yes,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,0.67,Cheque enviado,20.15,20.15
3554,4900-MSOMT,No,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Dois Anos,No,2.67,Bank transfer (automatic),80.2,5714.2
3555,4902-OHLSK,Yes,Feminino,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mês a mês,No,3.29,Cheque eletrônico,98.65,2862.75
3556,4903-CNOZC,No,Masculino,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Um Ano,No,2.36,Credit card (automatic),70.9,1964.6
3557,4903-UYAVB,Yes,Masculino,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,0.64,Cheque enviado,19.35,126.05
3558,4905-JEFDW,Yes,Masculino,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,Um Ano,Yes,1.39,Cheque eletrônico,41.6,470.6
3559,4906-ZHGPK,No,Masculino,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Um Ano,Yes,2.36,Cheque eletrônico,70.7,3770.0
3560,4908-XAXAY,No,Feminino,1,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Um Ano,Yes,2.99,Bank transfer (automatic),89.85,4287.2
3561,4909-JOUPP,No,Masculino,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Dois Anos,No,3.66,Credit card (automatic),109.7,7898.45
3562,4910-AQFFX,Yes,Masculino,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mês a mês,Yes,2.64,Bank transfer (automatic),79.35,661.25
3563,4910-GMJOT,Yes,Feminino,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mês a mês,Yes,3.15,Cheque eletrônico,94.6,94.6
3564,4911-BANWH,Yes,Feminino,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.88,Credit card (automatic),86.55,2697.4
3565,4912-PIGUY,No,Feminino,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mês a mês,Yes,2.82,Cheque eletrônico,84.6,84.6
3566,4913-EHYUI,Yes,Masculino,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Um Ano,Yes,3.48,Bank transfer (automatic),104.55,5794.65
3567,4915-BFSXL,No,Masculino,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Dois Anos,No,2.3,Credit card (automatic),68.95,4858.7
